x,y,z
0.5871779571533203,0.44592005920410155,10.220248336791991
0.729034405517578,0.4429273071289062,10.172364303588866
0.719457598876953,0.6865373260498047,10.277709176635742
0.5967547637939453,0.49021278991699213,9.840168823242188
0.59376201171875,0.6931213806152343,10.101735354614258
0.6913257293701172,0.6554127044677734,10.08737014465332
0.5770026000976562,0.689530078125,9.89523546142578
0.6775590698242188,0.6560112548828124,9.95329485168457
0.45669396667480466,0.4746504791259765,10.383652600097655
0.4686649749755859,0.5416881256103515,10.189722265624999
0.6392518432617187,0.6691793640136718,10.186729513549803
0.6536170532226562,0.661398208618164,10.174159954833984
0.6302735870361328,0.6212953308105469,10.065223779296874
0.5141548065185546,0.6254851837158203,10.21545993347168
0.7176619476318359,0.7451952667236328,10.189722265624999
0.8164227661132812,0.8631096984863281,10.265139617919921
0.5901707092285156,0.5315127685546874,10.065822329711914
0.5009866973876953,0.34057518615722654,10.10053825378418
0.6206967803955078,0.4064157318115234,9.97184991455078
0.738012661743164,0.6853402252197265,10.191517916870117
0.6153098266601562,0.6775590698242188,10.08737014465332
0.6919242797851562,0.6787561706542968,9.86351228942871
0.7906850982666015,0.5728127471923827,10.143633883666991
0.6883329772949218,0.6069301208496093,10.041880313110351
0.6530185028076172,0.7188590484619141,10.40699606628418
0.5195417602539062,0.6344634399414062,9.973645565795898
0.6685808135986328,0.6194996795654296,9.961674557495117
0.5799953521728515,0.38845921936035155,10.029310754394531
0.489015689086914,0.5584475372314452,10.227430941772461
0.6877344268798827,0.6572083557128906,10.150816488647461
0.6751648681640625,0.7565677246093749,10.146626635742187
0.6602011077880859,0.6398503936767578,10.071807833862303
0.5985504150390625,0.5889736083984375,10.157999093627929
0.6661866119384765,0.6781576202392577,10.29207438659668
0.6374561920166015,0.6111199737548828,10.17056865234375
0.6099228729248046,0.6661866119384765,10.084377392578125
0.5488707305908203,0.5847837554931641,10.180145458984374
0.5548562347412109,0.5069722015380859,10.026318002319336
0.6428431457519531,0.5410895751953124,9.976039767456054
0.6494272003173828,0.8601169464111328,10.038289010620117
0.5776011505126952,0.5093664031982421,10.17655415649414
0.6117185241699218,0.6548141540527344,10.024522351074218
0.7248445526123046,0.7356184600830078,10.115502014160155
0.689530078125,0.74699091796875,10.153210690307617
0.6643909606933593,0.5686228942871093,10.210671530151366
0.7074865905761718,0.5315127685546874,10.050260018920898
0.5333084197998047,0.7152677459716796,10.116100564575195
0.6081272216796875,0.5027823486328125,10.129867224121092
0.7015010864257812,0.7481880187988281,10.053252770996092
0.7990648040771484,0.5943605621337891,10.011952792358398
0.6655880615234374,0.584185205078125,9.919177478027343
0.7104793426513671,0.7823053924560547,10.150816488647461
0.6817489227294922,0.6206967803955078,10.178349807739258
0.508169302368164,0.5596446380615234,10.031106405639648
0.4333505004882812,0.3142389678955078,10.071807833862303
0.6464344482421874,0.7457938171386719,10.109516510009765
0.5865794067382812,0.7870937957763672,10.091559997558592
0.6955155822753906,0.6141127258300781,9.988609326171874
0.5416881256103515,0.535702621459961,10.084377392578125
0.6733692169189452,0.6733692169189452,10.110115060424803
0.74699091796875,0.7505822204589844,10.185532412719725
0.719457598876953,0.6440402465820312,9.816226806640625
0.709880792236328,0.35673604736328124,10.115502014160155
0.5422866760253906,0.5003881469726562,10.222642538452147
0.5626373901367188,0.39145197143554683,9.996390481567381
0.5817910034179687,0.7254431030273437,9.98561657409668
0.670975015258789,0.8224082702636718,9.99160207824707
0.7170633972167968,0.6847416748046875,10.06163247680664
0.690128628540039,0.6027402679443359,10.072406384277343
0.7487865692138671,0.6039373687744141,9.90900212097168
0.5811924530029297,0.6051344696044921,9.957484704589843
0.5943605621337891,0.6925228302001952,10.186729513549803
0.5799953521728515,0.39923312683105466,10.115502014160155
0.5476736297607422,0.49200844116210934,10.186729513549803
0.36691140441894526,0.5638344909667968,10.165181698608398
0.5943605621337891,0.5237316131591797,9.98561657409668
0.7026981872558593,0.5297171173095703,10.24658455505371
0.6488286499023437,0.6859387756347656,10.09395419921875
0.6290764862060546,0.7715314849853515,10.244190353393554
0.6973112335205077,0.4590881683349609,9.68454571533203
0.6194996795654296,0.7320271575927734,10.153210690307617
0.5243301635742187,0.47884033203125,10.136451278686522
0.47764323120117186,0.7541735229492187,10.220248336791991
0.6296750366210937,0.7811082916259765,10.210671530151366
0.6913257293701172,0.613514175415039,10.196306320190429
0.6314706878662109,0.48542438659667964,10.038887561035155
0.6296750366210937,0.5219359619140624,10.308235247802735
0.6350619903564453,0.5764040496826172,10.220248336791991
0.5117606048583984,0.7236474517822266,10.14542953491211
0.6637924102783203,0.41838674011230464,9.809044201660155
0.6117185241699218,0.41060558471679687,10.359112033081054
0.4848258361816406,0.5398924743652344,10.135852728271484
0.6194996795654296,0.7009025360107421,10.005368737792969
0.7015010864257812,0.7463923675537109,10.159794744873047
0.556053335571289,0.7032967376708984,10.101136804199218
0.6081272216796875,0.4381389038085937,10.046070166015625
0.6344634399414062,0.6739677673339843,10.071807833862303
0.5542576843261718,0.7793126403808593,10.411185919189453
0.6189011291503906,0.6512228515624999,10.122086068725585
0.670975015258789,0.7152677459716796,10.34833812561035
0.5847837554931641,0.41838674011230464,10.141838232421874
0.507570751953125,0.6745663177490234,10.263343966674803
0.7356184600830078,0.7003039855957031,10.108319409179687
0.8026561065673827,0.7296329559326171,10.273519323730468
0.737414111328125,0.5339069702148437,10.158597644042969
0.8559270935058593,0.6296750366210937,10.049661468505859
0.6021417175292968,0.6655880615234374,10.011952792358398
0.670975015258789,0.6099228729248046,10.091559997558592
0.594959112548828,0.5698199951171875,9.991003527832031
0.42018239135742186,0.4417302062988281,10.153210690307617
0.613514175415039,0.6398503936767578,10.30404539489746
0.536899722290039,0.6099228729248046,10.265738168334961
0.5877765075683593,0.6943184814453125,10.205883126831054
0.7200561492919921,0.8936357696533203,10.014346994018554
0.6075286712646484,0.6458358978271485,9.988010775756836
0.6248866333007812,0.6931213806152343,10.261548315429687
0.5740098480224609,0.6721721160888672,10.022128149414062
0.5805939025878906,0.5710170959472656,10.349535226440429
0.5285200164794922,0.536899722290039,10.321403356933594
0.5069722015380859,0.6602011077880859,10.045471615600585
0.6470329986572265,0.6943184814453125,10.319009155273436
0.6194996795654296,0.5847837554931641,10.236409197998046
0.6242880828857421,0.4842272857666015,10.09335564880371
0.6853402252197265,0.6482300994873047,10.132859976196288
0.6027402679443359,0.7559691741943358,10.364498986816406
0.6871358764648438,0.5973533142089843,10.025719451904296
0.4961982940673828,0.5069722015380859,10.181941110229491
0.5494692810058593,0.3022679595947265,10.158597644042969
0.6817489227294922,0.7661445312499999,10.204087475585936
0.623090982055664,0.8780734588623046,10.034697708129881
0.728435855102539,0.584185205078125,10.047865817260742
